global_sent_idx,word_idx,word,dep_length,dep_rel,pos,is_root
431,8,-,1,punct,PUNCT,0
431,9,acted,1,amod,VERB,0
431,10,tale,0,ROOT,NOUN,1
431,11,of,1,prep,ADP,0
431,12,two,1,nummod,NUM,0
431,13,men,2,pobj,NOUN,0
431,14,locked,1,acl,VERB,0
431,15,in,1,prep,ADP,0
431,16,an,2,det,DET,0
431,17,ongoing,1,amod,ADJ,0
431,18,game,3,pobj,NOUN,0
431,19,of,1,prep,ADP,0
431,20,cat,1,pobj,NOUN,0
431,21,-,1,punct,PUNCT,0
431,22,and,2,cc,CCONJ,0
431,23,-,1,punct,PUNCT,0
431,24,cat,4,conj,NOUN,0
431,25,.,15,punct,PUNCT,0
432,0,Meeting,7,advcl,NOUN,0
432,1,",",1,punct,PUNCT,0
432,2,even,1,advmod,ADV,0
432,3,exceeding,3,acl,VERB,0
432,4,expectations,1,dobj,NOUN,0
432,5,",",2,punct,PUNCT,0
432,6,it,1,nsubj,PRON,0
432,7,'s,0,ROOT,AUX,1
432,8,the,2,det,DET,0
432,9,best,1,amod,ADJ,0
432,10,sequel,3,attr,NOUN,0
432,11,since,1,prep,SCONJ,0
432,12,The,1,det,DET,0
432,13,Empire,1,compound,PROPN,0
432,14,Strikes,3,pobj,PROPN,0
432,15,Back,1,advmod,ADV,0
432,16,...,6,punct,PUNCT,0
432,17,a,2,det,DET,0
432,18,majestic,1,amod,ADJ,0
432,19,achievement,9,appos,NOUN,0
432,20,",",1,punct,PUNCT,0
432,21,an,1,det,DET,0
432,22,epic,3,appos,NOUN,0
432,23,of,1,prep,ADP,0
432,24,astonishing,1,amod,ADJ,0
432,25,grandeur,2,pobj,NOUN,0
432,26,and,1,cc,CCONJ,0
432,27,surprising,2,amod,ADJ,0
432,28,emotional,1,amod,ADJ,0
432,29,depth,4,conj,NOUN,0
432,30,.,23,punct,PUNCT,0
433,0,There,1,expl,PRON,0
433,1,'s,0,ROOT,VERB,1
433,2,something,1,attr,PRON,0
433,3,not,2,neg,PART,0
433,4,entirely,1,advmod,ADV,0
433,5,convincing,3,amod,ADJ,0
433,6,about,1,prep,ADP,0
433,7,The,2,det,DET,0
433,8,Quiet,1,compound,PROPN,0
433,9,American,3,pobj,PROPN,0
433,10,.,9,punct,PUNCT,0
434,0,The,1,det,DET,0
434,1,impulses,6,nsubj,NOUN,0
434,2,that,1,nsubj,PRON,0
434,3,produced,2,relcl,VERB,0
434,4,this,1,det,DET,0
434,5,project,2,dobj,NOUN,0
434,6,...,5,punct,PUNCT,0
434,7,are,0,ROOT,AUX,1
434,8,commendable,1,acomp,ADJ,0
434,9,",",2,punct,PUNCT,0
434,10,but,3,cc,CCONJ,0
434,11,the,1,det,DET,0
434,12,results,1,nsubj,NOUN,0
434,13,are,6,conj,AUX,0
434,14,uneven,1,acomp,ADJ,0
434,15,.,2,punct,PUNCT,0
435,0,A,4,det,DET,0
435,1,low,2,amod,ADJ,0
435,2,-,1,punct,PUNCT,0
435,3,budget,1,compound,NOUN,0
435,4,affair,4,nsubjpass,NOUN,0
435,5,",",3,punct,PUNCT,0
435,6,Tadpole,2,nsubjpass,PROPN,0
435,7,was,1,auxpass,AUX,0
435,8,shot,0,ROOT,VERB,1
435,9,on,1,prep,ADP,0
435,10,digital,1,amod,ADJ,0
435,11,video,2,pobj,NOUN,0
435,12,",",4,punct,PUNCT,0
435,13,and,5,cc,CCONJ,0
435,14,the,1,det,DET,0
435,15,images,2,nsubj,NOUN,0
435,16,often,1,advmod,ADV,0
435,17,look,9,conj,VERB,0
435,18,smeary,1,acomp,ADJ,0
435,19,and,1,cc,CCONJ,0
435,20,blurry,2,conj,ADJ,0
435,21,",",4,punct,PUNCT,0
435,22,to,5,prep,ADP,0
435,23,the,1,det,DET,0
435,24,point,2,pobj,NOUN,0
435,25,of,1,prep,ADP,0
435,26,distraction,1,pobj,NOUN,0
435,27,.,10,punct,PUNCT,0
436,0,Despite,7,prep,SCONJ,0
436,1,its,1,poss,PRON,0
436,2,title,2,pobj,NOUN,0
436,3,",",4,punct,PUNCT,0
436,4,Amy,2,poss,PROPN,0
436,5,'s,1,case,PART,0
436,6,Orgasm,1,nsubj,PROPN,0
436,7,is,0,ROOT,AUX,1
436,8,not,1,neg,PART,0
436,9,a,1,det,DET,0
436,10,porno,3,attr,NOUN,0
436,11,",",4,punct,PUNCT,0
436,12,though,2,mark,SCONJ,0
436,13,it,1,nsubj,PRON,0
436,14,is,7,advcl,AUX,0
436,15,as,1,advmod,ADV,0
436,16,tedious,2,acomp,ADJ,0
436,17,as,1,prep,ADP,0
436,18,one,1,pobj,NUM,0
436,19,.,12,punct,PUNCT,0
437,0,A,2,det,DET,0
437,1,cheap,1,amod,ADJ,0
437,2,scam,0,ROOT,NOUN,1
437,3,put,1,acl,VERB,0
437,4,together,1,advmod,ADV,0
437,5,by,2,agent,ADP,0
437,6,some,2,det,DET,0
437,7,cynical,1,amod,ADJ,0
437,8,creeps,3,pobj,NOUN,0
437,9,at,1,prep,ADP,0
437,10,Revolution,1,compound,PROPN,0
437,11,Studios,2,pobj,PROPN,0
437,12,and,1,cc,CCONJ,0
437,13,Imagine,1,compound,PROPN,0
437,14,Entertainment,3,conj,PROPN,0
437,15,to,1,aux,PART,0
437,16,make,13,advcl,VERB,0
437,17,the,1,det,DET,0
437,18,suckers,3,nsubj,NOUN,0
437,19,out,1,advmod,ADV,0
437,20,there,2,advmod,ADV,0
437,21,surrender,5,ccomp,VERB,0
437,22,$,1,nmod,SYM,0
437,23,9,3,nummod,NUM,0
437,24,and,1,cc,CCONJ,0
437,25,93,1,nummod,NUM,0
437,26,minutes,5,attr,NOUN,0
437,27,of,1,prep,ADP,0
437,28,unrecoverable,1,amod,ADJ,0
437,29,life,2,pobj,NOUN,0
437,30,.,28,punct,PUNCT,0
438,0,Disney,4,nsubjpass,PROPN,0
438,1,has,2,aux,AUX,0
438,2,always,1,advmod,ADV,0
438,3,been,1,auxpass,AUX,0
438,4,hit,0,ROOT,VERB,1
438,5,-,1,punct,PUNCT,0
438,6,or,2,cc,CCONJ,0
438,7,-,1,punct,PUNCT,0
438,8,miss,4,conj,VERB,0
438,9,when,1,advmod,SCONJ,0
438,10,bringing,6,advcl,VERB,0
438,11,beloved,1,amod,ADJ,0
438,12,kids,2,poss,NOUN,0
438,13,',1,case,PART,0
438,14,books,4,dobj,NOUN,0
438,15,to,5,prep,ADP,0
438,16,the,1,det,DET,0
438,17,screen,2,pobj,NOUN,0
438,18,...,14,punct,PUNCT,0
438,19,Tuck,1,compound,PROPN,0
438,20,Everlasting,1,nsubj,PROPN,0
438,21,is,0,ROOT,AUX,1
438,22,a,1,det,DET,0
438,23,little,2,attr,ADJ,0
438,24,of,1,prep,ADP,0
438,25,both,1,pobj,PRON,0
438,26,.,5,punct,PUNCT,0
439,0,Shadyac,1,nsubj,PROPN,0
439,1,shoots,0,ROOT,VERB,1
439,2,his,1,poss,PRON,0
439,3,film,2,dobj,NOUN,0
439,4,like,1,prep,ADP,0
439,5,an,4,det,DET,0
439,6,M.,1,compound,PROPN,0
439,7,Night,2,compound,PROPN,0
439,8,Shyamalan,1,compound,PROPN,0
439,9,movie,5,pobj,NOUN,0
439,10,",",9,punct,PUNCT,0
439,11,and,10,cc,CCONJ,0
439,12,he,2,nsubj,PRON,0
439,13,frequently,1,advmod,ADV,0
439,14,maintains,9,ccomp,VERB,0
439,15,the,2,det,DET,0
439,16,same,1,amod,ADJ,0
439,17,snail,2,poss,NOUN,0
439,18,'s,1,case,PART,0
439,19,pace,5,dobj,NOUN,0
439,20,;,3,punct,PUNCT,0
439,21,he,2,nsubj,PRON,0
439,22,just,1,advmod,ADV,0
439,23,forgot,22,conj,VERB,0
439,24,to,1,aux,PART,0
439,25,add,2,xcomp,VERB,0
439,26,any,2,det,DET,0
439,27,genuine,1,amod,ADJ,0
439,28,tension,3,dobj,NOUN,0
439,29,.,6,punct,PUNCT,0
440,0,Aggravating,0,ROOT,ADJ,1
440,1,and,1,cc,CCONJ,0
440,2,tedious,2,conj,ADJ,0
440,3,.,3,punct,PUNCT,0
441,0,So,2,advmod,ADV,0
441,1,verbally,1,advmod,ADV,0
441,2,flatfooted,0,ROOT,VERB,1
441,3,and,1,cc,CCONJ,0
441,4,so,1,advmod,ADV,0
441,5,emotionally,1,advmod,ADV,0
441,6,predictable,4,conj,ADJ,0
441,7,or,1,cc,CCONJ,0
441,8,bland,2,conj,ADJ,0
441,9,that,2,mark,SCONJ,0
441,10,it,1,nsubj,PRON,0
441,11,plays,9,ccomp,VERB,0
441,12,like,1,prep,ADP,0
441,13,the,7,det,DET,0
441,14,standard,6,amod,ADJ,0
441,15,made,5,amod,VERB,0
441,16,-,1,punct,PUNCT,0
441,17,for,2,prep,ADP,0
441,18,-,1,punct,PUNCT,0
441,19,TV,2,pobj,NOUN,0
441,20,movie,8,pobj,NOUN,0
441,21,.,19,punct,PUNCT,0
442,0,But,2,cc,CCONJ,0
442,1,this,1,nsubj,PRON,0
442,2,is,10,ccomp,AUX,0
442,3,not,1,neg,PART,0
442,4,a,1,det,DET,0
442,5,movie,3,attr,NOUN,0
442,6,about,1,prep,ADP,0
442,7,an,2,det,DET,0
442,8,inhuman,1,amod,ADJ,0
442,9,monster,3,pobj,NOUN,0
442,10,;,2,punct,PUNCT,0
442,11,it,1,nsubj,PRON,0
442,12,'s,0,ROOT,AUX,1
442,13,about,4,advmod,ADV,0
442,14,a,3,det,DET,0
442,15,very,1,advmod,ADV,0
442,16,human,1,amod,ADJ,0
442,17,one,5,attr,NUM,0
442,18,.,6,punct,PUNCT,0
443,0,I,2,nsubj,PRON,0
443,1,still,1,advmod,ADV,0
443,2,want,0,ROOT,VERB,1
443,3,my,1,poss,PRON,0
443,4,money,2,dobj,NOUN,0
443,5,back,3,advmod,ADV,0
443,6,.,4,punct,PUNCT,0
444,0,I,1,nsubj,PRON,0
444,1,guess,0,ROOT,VERB,1
444,2,it,2,nsubj,PRON,0
444,3,just,1,advmod,ADV,0
444,4,goes,3,ccomp,VERB,0
444,5,to,1,aux,PART,0
444,6,show,2,advcl,VERB,0
444,7,that,16,mark,SCONJ,0
444,8,if,2,mark,SCONJ,0
444,9,you,1,nsubj,PRON,0
444,10,give,13,advcl,VERB,0
444,11,a,1,det,DET,0
444,12,filmmaker,2,dobj,NOUN,0
444,13,an,2,det,DET,0
444,14,unlimited,1,amod,ADJ,0
444,15,amount,5,dobj,NOUN,0
444,16,of,1,prep,ADP,0
444,17,phony,1,amod,ADJ,0
444,18,blood,2,pobj,NOUN,0
444,19,",",4,punct,PUNCT,0
444,20,nothing,3,nsubj,PRON,0
444,21,good,1,amod,ADJ,0
444,22,can,1,aux,AUX,0
444,23,happen,17,ccomp,VERB,0
444,24,.,23,punct,PUNCT,0
445,0,Must,2,aux,AUX,0
445,1,-,1,punct,PUNCT,0
445,2,see,0,ROOT,VERB,1
445,3,viewing,1,dobj,VERB,0
445,4,for,1,prep,ADP,0
445,5,anyone,1,pobj,PRON,0
445,6,involved,1,acl,VERB,0
445,7,in,1,prep,ADP,0
445,8,the,4,det,DET,0
445,9,high,2,amod,ADJ,0
445,10,-,1,punct,PUNCT,0
445,11,tech,1,compound,NOUN,0
445,12,industry,5,pobj,NOUN,0
445,13,.,11,punct,PUNCT,0
446,0,An,4,det,DET,0
446,1,inventive,3,amod,ADJ,0
446,2,",",2,punct,PUNCT,0
446,3,absorbing,1,amod,VERB,0
446,4,movie,0,ROOT,NOUN,1
446,5,that,1,nsubj,PRON,0
446,6,'s,2,relcl,AUX,0
446,7,as,1,advmod,ADV,0
446,8,hard,2,acomp,ADJ,0
446,9,to,1,aux,PART,0
446,10,classify,2,xcomp,VERB,0
446,11,as,2,mark,SCONJ,0
446,12,it,1,nsubj,PRON,0
446,13,is,3,advcl,AUX,0
446,14,hard,1,acomp,ADJ,0
446,15,to,1,aux,PART,0
446,16,resist,2,xcomp,VERB,0
446,17,.,13,punct,PUNCT,0
447,0,Last,1,amod,ADJ,0
447,1,Dance,6,npadvmod,PROPN,0
447,2,",",1,punct,PUNCT,0
447,3,whatever,2,relcl,PRON,0
447,4,its,1,poss,PRON,0
447,5,flaws,2,nsubj,NOUN,0
447,6,",",1,punct,PUNCT,0
447,7,fulfills,0,ROOT,NOUN,1
447,8,one,1,nummod,NUM,0
447,9,facet,2,appos,NOUN,0
447,10,of,1,prep,ADP,0
447,11,its,1,poss,PRON,0
447,12,mission,2,pobj,NOUN,0
447,13,in,1,prep,ADP,0
447,14,making,1,pcomp,VERB,0
447,15,me,1,nsubj,PRON,0
447,16,want,2,ccomp,VERB,0
447,17,to,1,aux,PART,0
447,18,find,2,xcomp,VERB,0
447,19,out,1,prt,ADP,0
447,20,whether,7,mark,SCONJ,0
447,21,",",6,punct,PUNCT,0
447,22,in,5,prep,ADP,0
447,23,this,1,det,DET,0
447,24,case,2,pobj,NOUN,0
447,25,",",2,punct,PUNCT,0
447,26,that,1,nsubj,PRON,0
447,27,'s,9,ccomp,AUX,0
447,28,true,1,acomp,ADJ,0
447,29,.,22,punct,PUNCT,0
448,0,Features,0,ROOT,NOUN,1
448,1,nonsensical,3,amod,ADJ,0
448,2,and,1,cc,CCONJ,0
448,3,laughable,2,conj,ADJ,0
448,4,plotting,8,amod,NOUN,0
448,5,",",1,punct,PUNCT,0
448,6,wooden,1,amod,ADJ,0
448,7,performances,3,conj,NOUN,0
448,8,",",4,punct,PUNCT,0
448,9,ineptly,1,advmod,ADV,0
448,10,directed,2,amod,VERB,0
448,11,action,1,compound,NOUN,0
448,12,sequences,12,appos,NOUN,0
448,13,and,1,cc,CCONJ,0
448,14,some,2,conj,PRON,0
448,15,of,1,prep,ADP,0
448,16,the,2,det,DET,0
448,17,worst,1,amod,ADJ,0
448,18,dialogue,3,pobj,NOUN,0
448,19,in,1,prep,ADP,0
448,20,recent,1,amod,ADJ,0
448,21,memory,2,pobj,NOUN,0
448,22,.,22,punct,PUNCT,0
449,0,It,1,nsubj,PRON,0
449,1,tends,0,ROOT,VERB,1
449,2,to,1,aux,PART,0
449,3,remind,2,xcomp,VERB,0
449,4,one,1,dobj,NUM,0
449,5,of,1,prep,ADP,0
449,6,a,5,det,DET,0
449,7,really,1,advmod,ADV,0
449,8,solid,3,amod,ADJ,0
449,9,Woody,1,compound,PROPN,0
449,10,Allen,1,compound,PROPN,0
449,11,film,6,pobj,NOUN,0
449,12,",",9,punct,PUNCT,0
449,13,with,10,prep,ADP,0
449,14,its,2,poss,PRON,0
449,15,excellent,1,amod,ADJ,0
449,16,use,3,pobj,NOUN,0
449,17,of,1,prep,ADP,0
449,18,New,1,compound,PROPN,0
449,19,York,1,compound,PROPN,0
449,20,locales,3,pobj,NOUN,0
449,21,and,1,cc,CCONJ,0
449,22,sharp,1,amod,ADJ,0
449,23,writing,3,conj,NOUN,0
449,24,.,23,punct,PUNCT,0
450,0,The,8,det,DET,0
450,1,angst,2,npadvmod,NOUN,0
450,2,-,1,punct,PUNCT,0
450,3,ridden,5,amod,ADJ,0
450,4,",",4,punct,PUNCT,0
450,5,affluent,2,amod,ADJ,0
450,6,slacker,1,compound,NOUN,0
450,7,characters,1,nsubj,NOUN,0
450,8,are,0,ROOT,AUX,1
450,9,more,1,advmod,ADV,0
450,10,grating,2,acomp,ADJ,0
450,11,than,1,prep,ADP,0
450,12,engaging,1,pcomp,ADJ,0
450,13,.,5,punct,PUNCT,0
451,0,I,2,nsubj,PRON,0
451,1,'ll,1,aux,AUX,0
451,2,put,20,ccomp,VERB,0
451,3,it,1,dobj,PRON,0
451,4,this,1,det,DET,0
451,5,way,3,npadvmod,NOUN,0
451,6,:,16,punct,PUNCT,0
451,7,If,2,mark,SCONJ,0
451,8,you,1,nsubj,PRON,0
451,9,'re,13,advcl,AUX,0
451,10,in,1,prep,ADP,0
451,11,the,1,det,DET,0
451,12,mood,2,pobj,NOUN,0
451,13,for,4,prep,ADP,0
451,14,a,1,det,DET,0
451,15,melodrama,2,pobj,NOUN,0
451,16,narrated,1,acl,VERB,0
451,17,by,1,agent,ADP,0
451,18,talking,1,pcomp,VERB,0
451,19,fish,1,dobj,NOUN,0
451,20,",",2,punct,PUNCT,0
451,21,this,1,nsubj,PRON,0
451,22,is,0,ROOT,AUX,1
451,23,the,1,det,DET,0
451,24,movie,2,attr,NOUN,0
451,25,for,1,prep,ADP,0
451,26,you,1,pobj,PRON,0
451,27,.,5,punct,PUNCT,0
452,0,Bittersweet,3,amod,PROPN,0
452,1,comedy,2,nmod,NOUN,0
452,2,/,1,punct,SYM,0
452,3,drama,0,ROOT,NOUN,1
452,4,full,1,amod,ADJ,0
452,5,of,1,prep,ADP,0
452,6,life,1,pobj,NOUN,0
452,7,",",4,punct,PUNCT,0
452,8,hand,1,compound,NOUN,0
452,9,gestures,6,conj,NOUN,0
452,10,",",1,punct,PUNCT,0
452,11,and,2,cc,CCONJ,0
452,12,some,4,det,DET,0
452,13,really,1,advmod,ADV,0
452,14,adorable,2,amod,ADJ,0
452,15,Italian,1,amod,ADJ,0
452,16,guys,7,conj,NOUN,0
452,17,.,14,punct,PUNCT,0
453,0,Disturbingly,1,advmod,ADV,0
453,1,superficial,0,ROOT,ADJ,1
453,2,in,1,prep,ADP,0
453,3,its,1,poss,PRON,0
453,4,approach,2,pobj,NOUN,0
453,5,to,1,prep,ADP,0
453,6,the,1,det,DET,0
453,7,material,2,pobj,NOUN,0
453,8,.,7,punct,PUNCT,0
454,0,There,1,expl,PRON,0
454,1,ought,0,ROOT,AUX,1
454,2,to,1,aux,PART,0
454,3,be,2,xcomp,AUX,0
454,4,a,2,det,DET,0
454,5,directing,1,amod,VERB,0
454,6,license,3,attr,NOUN,0
454,7,",",6,punct,PUNCT,0
454,8,so,5,mark,SCONJ,0
454,9,that,4,mark,SCONJ,0
454,10,Ed,1,compound,PROPN,0
454,11,Burns,2,nsubj,PROPN,0
454,12,can,1,aux,AUX,0
454,13,have,12,advcl,VERB,0
454,14,his,1,nsubj,PRON,0
454,15,revoked,2,ccomp,VERB,0
454,16,.,15,punct,PUNCT,0
455,0,Is,0,ROOT,AUX,1
455,1,there,1,expl,PRON,0
455,2,enough,1,amod,ADJ,0
455,3,material,3,attr,NOUN,0
455,4,to,1,aux,PART,0
455,5,merit,2,acl,VERB,0
455,6,a,1,det,DET,0
455,7,documentary,2,dobj,NOUN,0
455,8,on,3,prep,ADP,0
455,9,the,1,det,DET,0
455,10,making,2,pobj,NOUN,0
455,11,of,1,prep,ADP,0
455,12,Wilco,3,poss,PROPN,0
455,13,'s,1,case,PART,0
455,14,last,1,amod,ADJ,0
455,15,album,4,pobj,NOUN,0
455,16,?,16,punct,PUNCT,0
456,0,Has,0,ROOT,VERB,1
456,1,its,1,poss,PRON,0
456,2,moments,2,dobj,NOUN,0
456,3,",",3,punct,PUNCT,0
456,4,but,4,cc,CCONJ,0
456,5,it,1,nsubj,PRON,0
456,6,'s,6,conj,AUX,0
456,7,pretty,1,advmod,ADV,0
456,8,far,2,advmod,ADV,0
456,9,from,1,prep,ADP,0
456,10,a,1,det,DET,0
456,11,treasure,2,pobj,NOUN,0
456,12,.,6,punct,PUNCT,0
457,0,Journalistically,1,advmod,ADV,0
457,1,dubious,0,ROOT,ADJ,1
457,2,",",1,punct,PUNCT,0
457,3,inept,2,conj,ADJ,0
457,4,and,1,cc,CCONJ,0
457,5,often,2,advmod,ADV,0
457,6,lethally,1,advmod,ADV,0
457,7,dull,4,conj,ADJ,0
457,8,.,7,punct,PUNCT,0
458,0,It,1,nsubj,PRON,0
458,1,'s,0,ROOT,AUX,1
458,2,a,2,det,DET,0
458,3,fairy,1,compound,NOUN,0
458,4,tale,3,attr,NOUN,0
458,5,that,1,nsubj,PRON,0
458,6,comes,2,relcl,VERB,0
458,7,from,1,prep,ADP,0
458,8,a,4,det,DET,0
458,9,renowned,3,amod,ADJ,0
458,10,Indian,2,amod,ADJ,0
458,11,film,1,compound,NOUN,0
458,12,culture,5,pobj,NOUN,0
458,13,that,1,nsubj,PRON,0
458,14,allows,2,relcl,VERB,0
458,15,Americans,3,nsubj,PROPN,0
458,16,to,2,aux,PART,0
458,17,finally,1,advmod,ADV,0
458,18,revel,4,ccomp,VERB,0
458,19,in,1,prep,ADP,0
458,20,its,1,poss,PRON,0
458,21,splendor,2,pobj,NOUN,0
458,22,.,21,punct,PUNCT,0
459,0,Like,13,prep,ADP,0
459,1,all,2,det,DET,0
459,2,great,1,amod,ADJ,0
459,3,films,7,nsubj,NOUN,0
459,4,about,1,prep,ADP,0
459,5,a,1,det,DET,0
459,6,life,2,pobj,NOUN,0
459,7,you,2,nsubj,PRON,0
459,8,never,1,neg,ADV,0
459,9,knew,3,relcl,VERB,0
459,10,existed,10,pcomp,VERB,0
459,11,",",2,punct,PUNCT,0
459,12,it,1,nsubj,PRON,0
459,13,offers,0,ROOT,VERB,1
459,14,much,1,dobj,ADJ,0
459,15,to,1,aux,PART,0
459,16,absorb,3,xcomp,VERB,0
459,17,and,1,cc,CCONJ,0
459,18,even,1,advmod,ADV,0
459,19,more,3,conj,ADJ,0
459,20,to,1,aux,PART,0
459,21,think,2,relcl,VERB,0
459,22,about,1,prep,ADP,0
459,23,after,2,prep,ADP,0
459,24,the,2,det,DET,0
459,25,final,1,amod,ADJ,0
459,26,frame,3,pobj,NOUN,0
459,27,.,14,punct,PUNCT,0
460,0,The,1,det,DET,0
460,1,movie,1,nsubj,NOUN,0
460,2,is,0,ROOT,AUX,1
460,3,about,2,advmod,ADV,0
460,4,as,1,advmod,ADV,0
460,5,humorous,3,acomp,ADJ,0
460,6,as,1,prep,ADP,0
460,7,watching,1,pcomp,VERB,0
460,8,your,2,poss,PRON,0
460,9,favorite,1,amod,ADJ,0
460,10,pet,2,nsubjpass,NOUN,0
460,11,get,1,auxpass,AUX,0
460,12,buried,5,ccomp,VERB,0
460,13,alive,1,oprd,ADJ,0
460,14,.,12,punct,PUNCT,0
461,0,It,2,nsubjpass,PRON,0
461,1,'s,1,auxpass,AUX,0
461,2,got,0,ROOT,VERB,1
461,3,some,5,det,DET,0
461,4,pretentious,4,amod,ADJ,0
461,5,eye,2,npadvmod,NOUN,0
461,6,-,1,punct,PUNCT,0
461,7,rolling,1,amod,VERB,0
461,8,moments,6,dobj,NOUN,0
461,9,and,7,cc,CCONJ,0
461,10,it,4,nsubj,PRON,0
461,11,did,3,aux,AUX,0
461,12,n't,2,neg,PART,0
461,13,entirely,1,advmod,ADV,0
461,14,grab,12,conj,VERB,0
461,15,me,1,dobj,PRON,0
461,16,",",2,punct,PUNCT,0
461,17,but,3,cc,CCONJ,0
461,18,there,1,expl,PRON,0
461,19,'s,5,conj,VERB,0
461,20,stuff,1,attr,NOUN,0
461,21,here,1,advmod,ADV,0
461,22,to,1,aux,PART,0
461,23,like,3,relcl,VERB,0
461,24,.,5,punct,PUNCT,0
462,0,Just,2,advmod,ADV,0
462,1,the,1,det,DET,0
462,2,labour,17,nsubj,NOUN,0
462,3,involved,1,acl,VERB,0
462,4,in,1,prep,ADP,0
462,5,creating,1,pcomp,VERB,0
462,6,the,2,det,DET,0
462,7,layered,1,amod,ADJ,0
462,8,richness,3,dobj,NOUN,0
462,9,of,1,prep,ADP,0
462,10,the,1,det,DET,0
462,11,imagery,2,pobj,NOUN,0
462,12,in,7,prep,ADP,0
462,13,this,1,det,DET,0
462,14,chiaroscuro,2,pobj,NOUN,0
462,15,of,1,prep,ADP,0
462,16,madness,1,pobj,NOUN,0
462,17,and,3,cc,CCONJ,0
462,18,light,1,nsubj,NOUN,0
462,19,is,0,ROOT,AUX,1
462,20,astonishing,1,acomp,ADJ,0
462,21,.,2,punct,PUNCT,0
463,0,A,7,det,DET,0
463,1,depraved,6,amod,ADJ,0
463,2,",",5,punct,PUNCT,0
463,3,incoherent,4,amod,ADJ,0
463,4,",",3,punct,PUNCT,0
463,5,instantly,1,advmod,ADV,0
463,6,disposable,1,amod,ADJ,0
463,7,piece,0,ROOT,NOUN,1
463,8,of,1,prep,ADP,0
463,9,hackery,1,pobj,NOUN,0
463,10,.,3,punct,PUNCT,0
464,0,Did,2,aux,AUX,0
464,1,it,1,nsubj,PRON,0
464,2,move,0,ROOT,VERB,1
464,3,me,1,dobj,PRON,0
464,4,to,1,aux,PART,0
464,5,care,3,advcl,VERB,0
464,6,about,1,prep,ADP,0
464,7,what,1,nsubj,PRON,0
464,8,happened,2,pcomp,VERB,0
464,9,in,1,prep,ADP,0
464,10,1915,1,nummod,NUM,0
464,11,Armenia,2,pobj,PROPN,0
464,12,?,10,punct,PUNCT,0
465,0,Wins,0,ROOT,VERB,1
465,1,my,1,poss,PRON,0
465,2,vote,2,dobj,NOUN,0
465,3,for,1,prep,ADP,0
465,4,`,1,punct,PUNCT,0
465,5,The,2,det,DET,0
465,6,2002,1,nummod,NUM,0
465,7,Enemy,4,pobj,PROPN,0
465,8,of,1,prep,ADP,0
465,9,Cinema,2,poss,PROPN,0
465,10,',1,case,PART,0
465,11,Award,3,pobj,PROPN,0
465,12,.,12,punct,PUNCT,0
466,0,It,1,nsubj,PRON,0
466,1,'s,0,ROOT,AUX,1
466,2,that,3,det,DET,0
466,3,rare,2,amod,ADJ,0
466,4,family,1,compound,NOUN,0
466,5,movie,4,attr,NOUN,0
466,6,--,1,punct,PUNCT,0
466,7,genuine,2,amod,ADJ,0
466,8,and,1,cc,CCONJ,0
466,9,sweet,2,conj,ADJ,0
466,10,without,5,prep,ADP,0
466,11,relying,1,pcomp,VERB,0
466,12,on,1,prep,ADP,0
466,13,animation,1,pobj,NOUN,0
466,14,or,1,cc,CCONJ,0
466,15,dumb,1,amod,ADJ,0
466,16,humor,3,conj,NOUN,0
466,17,.,16,punct,PUNCT,0
467,0,No,1,det,DET,0
467,1,one,6,nsubj,NOUN,0
467,2,involved,1,acl,VERB,0
467,3,",",1,punct,PUNCT,0
467,4,save,2,conj,VERB,0
467,5,Dash,1,dobj,PROPN,0
467,6,",",5,punct,PUNCT,0
467,7,shows,0,ROOT,VERB,1
467,8,the,2,det,DET,0
467,9,slightest,1,amod,ADJ,0
467,10,aptitude,3,dobj,NOUN,0
467,11,for,1,prep,ADP,0
467,12,acting,1,pobj,VERB,0
467,13,",",6,punct,PUNCT,0
467,14,and,7,cc,CCONJ,0
467,15,the,1,det,DET,0
467,16,script,15,nsubj,NOUN,0
467,17,",",1,punct,PUNCT,0
467,18,credited,2,acl,VERB,0
467,19,to,1,aux,AUX,0
467,20,director,3,compound,NOUN,0
467,21,Abdul,2,compound,PROPN,0
467,22,Malik,1,compound,PROPN,0
467,23,Abbott,5,dobj,PROPN,0
467,24,and,1,cc,CCONJ,0
467,25,Ernest,4,nmod,PROPN,0
467,26,`,3,punct,PUNCT,0
467,27,Tron,2,nmod,PROPN,0
467,28,',1,punct,PUNCT,0
467,29,Anderson,6,conj,PROPN,0
467,30,",",14,punct,PUNCT,0
467,31,seems,24,conj,VERB,0
467,32,entirely,1,advmod,ADV,0
467,33,improvised,2,oprd,VERB,0
467,34,.,3,punct,PUNCT,0
468,0,They,1,nsubj,PRON,0
468,1,do,0,ROOT,VERB,1
468,2,a,2,det,DET,0
468,3,good,1,amod,ADJ,0
468,4,job,3,dobj,NOUN,0
468,5,of,1,prep,ADP,0
468,6,painting,1,pcomp,VERB,0
468,7,this,2,det,DET,0
468,8,family,1,compound,NOUN,0
468,9,dynamic,3,dobj,NOUN,0
468,10,for,4,prep,ADP,0
468,11,the,1,det,DET,0
468,12,audience,2,pobj,NOUN,0
468,13,but,12,cc,CCONJ,0
468,14,they,1,nsubj,PRON,0
468,15,tried,14,conj,VERB,0
468,16,to,1,aux,PART,0
468,17,squeeze,2,xcomp,VERB,0
468,18,too,1,advmod,ADV,0
